CITATIONS,LATITUDE,LONGITUDE
5158,19.74,-155.05
5158,19.74,-155.05
5158,19.74,-155.05
21194,48.5,95.5
21194,48.5,95.5
4262,39.95,139.73
29186567,10,-84.5
5065,61.23,-138.85
4949,34.8,134.7
4949,34.8,134.7
4949,34.8,134.7
4949,34.8,134.7
4949,34.8,134.7
4949,34.5,132.8
4949,34.5,132.8
4949,34.5,132.8
4949,34.8,134.7
4949,34.5,132.8
4949,34.45,134.17
4949,34.8,134.7
4910,48.87,-123.71
21247,27,33
5167,-39,176.6
5167,-39,176.6
21269,47.5,83.75
21269,47.5,83.75
21269,47.5,83.75
21088,47,90
21088,47,90
21088,47,90
21088,47,90
21275,24.4135,115.671
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24,116
21275,24.4548,115.69
21275,24,116
21275,24,116
21311,29,58
21311,29,58
21311,29,58
21311,29,58
21311,29,58
21311,29,58
21311,29,58
21317,46,120
21317,46,120
21317,46,120
21322,30.5,-7
21322,30.5,-7
21335,31,116.5
21335,31,116.5
21340,24,116
21340,24,116
21340,24.4747,115.6901
21340,24,116
21340,24,116
21340,24.471,115.6886
21340,24,116
21340,24,116
21340,24,116
21340,24.4286,115.6862
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24,116
21340,24.4163,115.6683
21342,24.8417,115.0361
21342,24.8417,115.0361
21342,24.7967,114.6533
21342,24.7964,114.6531
21351,30.5,116
21351,30.5,116
21351,30.5,116
21351,30.5,116
21351,30.5,116
21351,30.5,116
21357,40.3919,104.3919
21357,40.3919,104.3919
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21359,24,116
21364,5,10
21364,5,10
21364,5,10
21364,5,10
21381,28.3631,34.365
21381,28.2706,33.8625
21381,28.9008,32.4861
21381,28.8333,33.4792
21381,28.8106,33.4931
21381,28.4269,33.7019
21382,37,122
21382,37,122
21382,37,122
21382,37,122
21382,37,122
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21398,53,107
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21400,51,131
21423,-20.3,46.8
21423,-20.3,46.8
21423,-20.3,46.8
21423,-20.3,46.8
21433,-12,-25
21433,-11.7428,-24.945
21433,-11.7081,-25.0556
21433,-12.015,-25.0614
21433,-11.5092,-25.0247
21433,-12,-25
21433,-12,-25
21433,-12,-25
21433,-11.7625,-24.9778
21433,-12,-25
21433,-11.5181,-24.9189
21436,-34,-56
21437,-33,-66
21437,-33,-66
21437,-33,-66
4527,68.34,-28.7
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21476,66,33.5
21491,47,90
21491,47,90
21491,47,90
21491,47,90
21491,47,90
21491,47,90
21491,47,90
4477,35.5,133
4477,35.5,131.5
4477,34.5,132
21523,37,140
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21547,32,-6
21555,42,95
21555,42,95
21555,42,95
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21559,26.5,101.7
21562,47.9,23.2
21562,47.9,23.2
21562,47.9,23.2
21684,35.4029,74.1471
21684,35.3225,74.1283
21684,35.409,74.1499
21684,35.4336,73.8267
21684,35.3987,73.8256
21684,35.3743,73.8106
21684,35.4658,73.8301
21594,32.8917,107.6634
21594,32.8933,107.6622
21594,32.895,107.6867
21594,32.8969,107.6866
21594,32.8969,107.6866
21594,32.8994,107.6823
21594,32.9091,107.7259
21594,32.9091,107.7259
21594,32.9091,107.7259
21594,32.9098,107.7255
21594,32.9114,107.7474
21605,31,120
21605,31,120
21606,37.7083,114.2541
21606,37.7083,114.2541
21606,37.7083,114.2541
21606,37.7083,114.2541
21606,37.4593,114.0451
21606,37.4593,114.0451
21606,37.4593,114.0451
21606,37.4593,114.0451
21606,37.5566,114.1275
21606,37.5566,114.1275
21606,37.5566,114.1275
21606,37.5566,114.1275
21612,45.892586,97.442223
21612,45.88929,97.439034
21612,45.791161,97.618095
21612,45.855179,97.509811
21612,45.618187,97.243698
21612,45.847198,97.508347
21617,67.6981,26.9658
21617,67.6981,26.9658
21617,67.6981,26.9658
21617,67.6981,26.9658
21629,45.5,-64
21629,45.5,-64
21629,45.5,-64
21875,8,-13
3083,-7.8,126.3
4399,39.95,139.73
5380,26.35,127.14
5380,26.35,127.14
5380,26.35,127.14
5650,-17.62,-149.47
21678,-18.9531,45.5779
21678,-19.4355,45.6272
21678,-19.6403,45.7197
21678,-20,46
21678,-20,46
22002,-25.75,28.2
22002,-25.75,28.2
21684,35.5542,74.1629
21684,35.5101,74.1408
21684,35.4475,73.8221
21684,35.4414,73.8246
21684,35.4806,73.8556
21705,40.17,71.77
21705,40,71
21705,40,71
21705,40,71
21712,48,102
21712,48,102
21712,49,105
21712,49,105
21712,49,105
21712,49,105
21712,49,105
21712,49,105
21714,40,46
21714,40,46
21714,40,46
21714,40,46
21719,-78.284,162.795
21719,-79.874,159.04
21719,-79.931,158.791
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21724,28.5,115
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21736,37,96
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
21756,63.6,36.3
5181,-23.88,-70.5
21784,30.795,90.381
21784,31,90
21784,31,90
21784,31,90
21784,31,90
21784,31,90
21784,31,90
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21787,35,73
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0737,72.9633
21788,35.0804,72.9769
21788,35.0804,72.9769
21788,35.0996,72.9865
21788,35.0996,72.9865
21788,35.1154,73.0071
21788,35.1163,73.0103
21788,35.1163,73.0103
21788,35.1163,73.0103
21788,35.1163,73.0103
21788,35.1163,73.0103
21788,35.1206,73.0299
21788,35.1206,73.0299
21788,36.1431,74.0508
21788,35.1448,73.0552
21788,35.1439,73.0606
21788,35.2043,73.1285
5181,-23.88,-70.5
5181,-23.88,-70.5
21803,25.466897,119.793031
21803,25.465097,119.793978
21803,25.515522,119.794028
21803,25.515875,119.794764
21803,25.517869,119.795714
21803,24.772372,118.085083
21803,24.770764,118.091914
21817,41.5497,112.9617
21817,41.5925,113.1744
21817,41.5925,113.1744
21817,41.5925,113.1744
21826,56.3345,109.814
21826,56.3345,109.814
21826,56.3345,109.814
21826,56.3055,109.7714
21826,56.3128,109.7826
21826,56.3118,109.7816
21826,56.2923,109.7999
21826,56.2914,109.8063
21826,56.2913,109.8083
21826,56.363,109.9014
21826,56.3534,109.9103
21826,56.235,109.6932
21826,56.3345,109.814
21826,56.3345,109.814
21833,12.1254,76.8447
21833,12.1254,76.8447
21833,12.1254,76.8447
21833,12.1254,76.8447
21833,12.1254,76.8447
21833,12.1254,76.8447
21845,45.45,-64.3
21845,45.45,-64.3
21845,45.45,-64.3
21845,45.45,-64.3
21845,45.45,-64.3
5873,11.5,-85
21867,31.5698,113.6994
21867,31.568,113.6964
21867,31.5633,113.6925
21867,31.469,113.6388
21867,31.469,113.6388
21867,31.469,113.6388
21867,31.469,113.6388
21867,31.469,113.6388
21867,31.4659,113.6438
21867,31.4659,113.6438
21867,31.4659,113.6438
21867,31.4665,113.6433
21867,31.4665,113.6433
21867,32.0714,112.9751
21867,32.0714,112.9751
21867,32.0714,112.9751
21867,32.0714,112.9751
21867,32.0714,112.9751
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,32.0722,112.9748
21867,31.4864,113.5845
21867,31.4863,113.5852
21867,31.4864,113.5845
21867,31.4864,113.5845
21867,32.0949,112.9838
21867,32.0949,112.9838
21867,32.0949,112.9838
21867,32.0949,112.9838
21867,32.0949,112.9838
21867,32.0949,112.9838
21867,31.4864,113.5845
4235,34,129.5
21875,8,-13
21875,8,-13
21883,26.5,101.7
21883,26.5,101.7
21883,26.5,101.7
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
21885,21,-13
3704,19,139.5
3704,19,139.5
3704,19,139.5
3704,19,139.5
21887,-21,14
21887,-21,14
21887,-21,14
21887,-21,14
21887,-21,14
21887,-21,14
21887,-21,14
2672,52.82,173.18
2672,51.92,-176.75
2672,51.92,-176.75
2672,51.8,-176.2
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
3876,-15.3162,166.345
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
5811,3,-78.32
21240,38.95298333,46.17215
21240,39.0569,46.2829
21240,39.0576,46.2596
21240,39.1027,46.2215
21240,39.1027,46.2215
21240,39.1473,46.1403
52283389,34.5,131.5
4894,68.2,-31.5
2613,51.9472,177.37
21915,40.4425,77.6319
21915,40.4425,77.6319
21915,40.44,77.6078
21915,40.4425,77.6319
21915,40.4425,77.6319
21915,40.4317,77.6336
21915,40.4428,77.6339
21915,40.4514,77.6389
21915,40.4367,77.6086
21915,40.4317,77.6336
21915,40.4,77.6
20498,16.7217,145.7211
20498,16.7217,145.7211
21939,-21,14
21939,-21,14
21939,-21,14
21939,-21,14
21939,-21,14
21939,-21,14
21939,-21,14
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21940,38.3308,94.5015
21949,40.4117,77.6361
21949,40.4117,77.6361
21949,40.4117,77.6361
2459122600,-28,118
22600,-28,118
22600,-28,118
22600,-28,118
2459122600,-28,118
22600,-28,118
22600,-28,118
2459122600,-28,118
2499,53.67,-166.67
2499,53.67,-166.67
2499,53.67,-166.67
2689,57,-5.7
2689,57,-5.7
2689,57.2333,-6.1333
21954,36.7917,99.2569
21954,36.8215,99.2474
21954,36.8113,99.2577
21954,36.7858,99.273
21954,36.6749,99.4993
21954,36.6653,99.5046
21954,36.6554,99.5121
21954,36.6749,99.4993
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21980,47,86
21982,46.7438,89.7111
21982,46.74,89.7
21982,46.74,89.7
21987,39.1026,46.2214
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,41
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
21988,41,37
1256,-21,55.85
1256,-21,55.85
1256,-21,55.85
1256,-21,55.85
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
21999,21,-21
1256,-21,55.85
21999,21,-21
21999,21,-21
21999,21,-21
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-25.75,28.2
22002,-24.8632,29.9078
22003,54,90
22003,54,90
22016,39.95,139.73
22016,39.95,139.73
22016,39.95,139.73
22016,39.95,139.73
22016,39.95,139.73
22016,39.95,139.73
2576,60.5,-152.77
2.27672E+13,51.7343,-176.7275
2276723819,51.829,-176.4392
5511,37.5,140
5511,37.5,140
5511,37.5,140
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22037,44,113
22041,40,16
22041,40,16
22041,40,16
22041,40,16
22041,40,16
22041,40,16
22041,40,16
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22042,42,90
22043,35.1095,47.5406
22043,35.1119,47.5403
22053,46,84
22053,46,84
22053,46,84
22053,46,84
22053,46,84
22053,46,84
22053,46,84
22053,46,84
22053,46,84
3718,-9.08,160.25
22064,54,128
22064,54,128
22064,54,128
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
4407,42.5,143
22071,48,-69.5
22074,-14.88289,12.35944
22074,-14.70102,12.35927
22074,-14.70134,12.36537
22075,-24.5,-48.5
22075,-24.5,-48.5
22075,-24.5,-48.5
22075,-24.5,-48.5
22075,-24.5,-48.5
6098,-8.18,119.06
6098,-8.18,119.06
6098,-8.18,119.06
6098,-8.18,119.06
6098,-8.18,119.06
6098,-8.18,119.06
22092,83,-32.5
22100,35.6336,118.9639
22100,35.6336,118.9639
22106,32.6741,107.1511
22106,32.6741,107.1511
22106,32.6741,107.1511
22106,32.6741,107.1511
22107,36.2116,102.3303
22107,36.2116,102.3303
22107,36.2116,102.3303
22107,36.2116,102.3303
22107,36.2116,102.3303
22107,36.1073,102.5599
22107,36.1073,102.5599
22107,36.1073,102.5599
22107,36.1073,102.5599
22107,36.0574,102.2435
22107,36.0574,102.2435
22107,36.0574,102.2435
22107,36.0574,102.2435
22107,36.0464,102.1445
22107,36.0464,102.1445
22107,36.0464,102.1445
22107,36.0464,102.1445
22120,56,110
22120,56,110
22120,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
22121,56,110
2998,71.25,-53.33
2998,71.25,-53.33
2998,71.25,-53.33
6068,47.7,-92
6068,47.7,-92
6068,47.7,-92
6068,47.7,-92
6068,47.7,-92
6068,47.6,-91
6068,47.6,-91
22139,39.95,139.73
22139,39.95,139.73
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22145,41,40
22147,43.5,82
22147,43.5,82
22118,-50.981306,-72.801914
22118,-50.970957,-72.879878
22118,-50.538023,-73.110012
22118,-50.538023,-73.110012
22118,-50.538023,-73.110012
22118,-50.538023,-73.110012
22118,-50.5625,-73.1124
22118,-50.5625,-73.1124
22118,-50.5625,-73.1124
22118,-50.5625,-73.1124
22118,-51.010375,-73.06421
22118,-51.010375,-73.06421
22118,-51.018903,-73.124604
22118,-51.04044,-73.08414
22118,-50.966979,-72.904642
22118,-51.039795,-73.08508
22118,-51.035346,-73.085777
22118,-51.035297,-73.085536
22118,-51.040112,-73.087934
22118,-51.048003,-73.083215
22118,-50.968401,-73.190335
22118,-50.96872,-73.18989
22118,-50.968137,-73.187031
22118,-50.96774,-73.187785
22118,-50.963682,-73.170147
22118,-50.964028,-73.180557
22118,-50.962337,-73.182869
22118,-50.962337,-73.182869
22118,-50.963956,-73.182686
22118,-50.963956,-73.182686
22118,-50.964337,-73.176175
22118,-51.002447,-72.980029
22177,46.3,12
22177,46.3,12
6028,56.85,-6.2
22191,-6.0752,-164.691
22191,-6.0703,-164.6888
6028,56.85,-6.2
6028,56.85,-6.2
22193,57.1212,61.8393
22193,57.1212,61.8393
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22196,42.5,95.8
22198,55,123.5
22199,54.25,89.82
22199,54.25,89.82
22199,54.25,89.82
22199,54.25,89.82
22199,53.9,89.98
22199,53.9,89.98
22199,53.9,89.98
22199,53.9,89.98
22199,53.9,89.98
22199,53.9,89.98
22199,51.85,89.45
22199,51.85,89.45
22199,3.45,90.55
22199,3.45,90.55
22199,54.12,89.52
22199,53.5,90.5
22199,53.5,90.5
22199,53.5,90.5
22199,53.5,90.5
22199,53.5,90.5
22199,53.45,90.42
22199,54.17,90.47
22201,51.7726,125.7468
22201,51.7726,125.7468
22201,51.7726,125.7468
22201,51.7726,125.7468
22201,51.7726,125.7468
22201,48.5691,122.0718
22201,48.5691,122.0718
22201,48.5691,122.0718
22201,48.5691,122.0718
22201,48.5691,122.0718
22203,36,118
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
22205,-75,-137
5281,42.5,143
22210,26,110
22210,26,110
22210,26,110
22210,26,110
22210,26,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
22210,27,110
510,-37.2,-12.2
22254,42,95.5
22254,42,95.5
22254,42,95.5
22254,42,95.5
22254,42,95.5
22254,42,95.5
22254,42,95.5
22254,42,95.5
22271,18.459,109.9139
22271,19.2002,109.9641
3317,56.05,163.07
3317,56.05,163.07
3317,56.05,163.07
3317,56.05,163.07
3317,56.05,163.07
3317,56.05,163.07
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,57.5,161
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,56.63,161.32
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,53.256,158.836
3317,49.4,154.7
3317,49.4,154.7
3317,49.4,154.7
3317,49.4,154.7
3317,43.88,145.53
3317,43.88,145.53
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
3317,55.72,157.75
22286,66.6,-65
22286,52.8,-90.75
22286,52.8,-90.75
22291,6.211417,-75.870849
22297,26.6311,101.7236
22309,29.27,91.71
22309,29.12,92.69
22310,29.5001,90.9379
22310,29.4693,90.931
22310,29.3625,90.7555
22310,29.3384,90.2694
22310,29.3578,90.0858
22313,35,48
22338,50,17
22339,65.75665,-38.5
22339,65.75343,-38.5001
22340,35.8258,118.4294
22350,39,39
22350,39,39
22350,39,39
22350,39,39
22350,39,39
22350,39,39
22350,39,39
22350,39,39
22363,30.8236,90.0184
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,30.9876,90.0224
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,31,90
22363,30.7959,89.9545
2019,-16.532,166.3697
6124,-46.54,168.23
6124,-46.54,168.23
6124,-46.54,168.23
6124,-46.55,168.23
6124,-46.55,168.23
6124,-46.55,168.23
6124,-46.55,168.23
3430,56.45,-5.75
3430,56.45,-5.75
3430,56.4,-5.75
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,41.0485,69.6954
22393,40.9564,69.8172
22393,40.9564,69.8172
22393,40.9564,69.8172
22393,40.9564,69.8172
22393,40.9564,69.8172
22393,40.9564,69.8172
22393,41,70
22393,41,70
22393,41,70
17306,42.6,9.2
17306,42.6,9.2
17306,42.6,9.2
16700,82,-68
16700,82,-68
16700,82,-68
16670,47.5,-110.6
8917,56,-132
8917,56,-132
8917,56,-132
8917,56,-132
23289,39.2822,-120.4744
22433,-16.5,-42
22433,-16.5,-42
22433,-16.5,-42
22436,-18,-41
22436,-18,-41
22436,-18,-41
22436,-18,-41
22436,-18,-41
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22453,-25,125
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
22462,66,25
12091321,71,-8.5
22484,37.42857,-120.16772
22484,37.40938,-120.11898
15914,44.5,10
15914,44.5,10
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
8873,-31,18
5855,61.9,34.6
5855,61.9,34.6
22489,43,117
22489,43,117
22489,43,117
22489,43,117
22489,43,117
5871,,
5871,,
5871,,
2712,68.08,-31.5
537,-37.05,-12.3
537,-37.05,-12.3
6262,-3.2542,152.5417
537,-37.05,-12.3
537,-37.05,-12.3
537,-37.05,-12.3
539,-40.32,-9.92
539,-40.32,-9.92
539,-40.32,-9.92
539,-40.32,-9.92
22510,8.4637,77.0209
22510,8.4547,77.032
22510,8.0983,77.2131
22510,8.679,76.9724
22510,8.5925,76.9505
22510,8.571,76.9302
22510,8.715,76.9237
22510,8.6017,76.8935
22510,8.7358,76.8475
22510,8.7786,76.8713
22510,8.4138,76.9742
22510,8.7654,77.8734
22510,8.6021,76.8958
22524,36.0146,102.2955
